172,  3538.901811,  941.771485,  185.319049
173,  3479.192947,  752.672456,  211.251937
174,  3464.281156,  997.318241,  404.644301
175,  3564.430318,  741.730875,  312.778439
176,  3739.497496,  827.103608,  239.585780
177,  3600.490388,  779.923888,  343.001696
178,  3593.040211,  825.685788,  343.662132
179,  3564.237606,  821.686946,  327.890407
180,  3462.443893,  871.538942,  247.594805
181,  3665.144136,  833.872414,  249.206471
182,  3640.118331,  842.562178,  327.060932
183,  3519.727127,  891.110141,  303.598934
184,  3663.780178,  779.493244,  391.739840
185,  3594.062441,  815.435855,  193.725439
186,  3741.742347,  838.822523,  194.663383
187,  3562.421585,  742.006824,  306.920353
188,  3579.665080,  870.142106,  469.918123
189,  3564.658799,  864.803848,  426.121555
190,  3505.964956,  936.501909,  423.984605
191,  3723.914683,  887.254149,  218.411676
192,  3485.965652,  776.938250,  264.389638
193,  3410.844565,  907.267341,  390.343290
194,  3370.103793,  968.116289,  267.832583
195,  3547.464996,  824.283207,  361.448971
196,  3524.178275,  727.579280,  190.308871
197,  3444.719264,  710.128576,  401.531260
198,  3400.699165,  941.967767,  300.991237
199,  3602.508601,  658.479455,  379.918530
